vid.stab 1.1.1-2
vim 9.1.2077-1
vim-runtime 9.1.2077-1
vmaf 3.0.0-1
volume_key 0.3.12-12
vulkan-headers 1:1.4.335.0-2
vulkan-icd-loader 1.4.335.0-1
wallust 3.4.0-1
wallust-debug 3.4.0-1
wasi-compiler-rt 21.1.6-1
wasi-libc 1:0+503+ac020b86-1
wasi-libc++ 21.1.6-1
wasi-libc++abi 21.1.6-1
waybar 0.14.0-5
wayland 1.24.0-1
wayland-protocols 1.47-1
webkit2gtk 2.50.4-1
webkit2gtk-4.1 2.50.4-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-3
which 2.23-1
wireless_tools 30.pre9-4
wireplumber 0.5.13-1
wl-clipboard 1:2.2.1-3
woff2 1.0.2-6
wofi 1.5.3-1
wpa_supplicant 2:2.11-3
wttrbar 0.13.0-1
wttrbar-debug 0.13.0-1
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.11-3
xdg-user-dirs 0.19-2
xdg-user-dirs-gtk 0.16-1
xdg-utils 1.2.1-2
xdotool 3.20211022.1-2
xf86-input-libinput 1.5.0-1
xkeyboard-config 2.46-1
xmlsec 1.3.9-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.21-1
xorg-server-common 21.1.21-1
xorg-server-xvfb 21.1.21-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.5-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.9-1
xorgproto 2025.1-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.2-1
yaml-cpp 0.8.0-2
yarn 1.22.22-2
yasm 1.3.0-9
yay 12.5.7-1
yay-debug 12.5.7-1
yyjson 0.12.0-1
zenity 4.2.1-1
zeromq 4.3.5-2
zimg 3.0.6-1
zip 3.0-11
zix 0.8.0-1
zlib 1:1.3.1-2
zlib-ng 2.3.2-1
zstd 1.5.7-2
zxing-cpp 2.3.0-5
